provider,stream,currency pair,time,bid price,bid volume,ask price,ask volume,guid,tier,status,quote type
LP-3,STRM-3,USDCAD,02.01.2019 00:00:00.130,1.3126599999999999379696191681432537734508514404296875,1000000,1.312780000000000057980287238024175167083740234375,1000000,G-3c369d52-168a65ae082-LP-3Z-9a914,1,Active,MQ
LP-3,STRM-3,USDCAD,02.01.2019 00:00:00.130,1.3126700000000000034816594052244909107685089111328125,1000000,1.312780000000000057980287238024175167083740234375,1000000,G-3c369d52-168a65ae082-LP-3Z-9a915,1,Active,MQ
LP-3,STRM-3,USDCAD,02.01.2019 00:00:00.150,1.3126700000000000034816594052244909107685089111328125,1000000,1.3128100000000000324718030242365784943103790283203125,1000000,G-3c369d52-168a65ae096-LP-3Z-9a916,1,Active,MQ
LP-3,STRM-3,USDCAD,02.01.2019 00:00:00.150,1.31271000000000004348521542851813137531280517578125,1000000,1.3128100000000000324718030242365784943103790283203125,1000000,G-3c369d52-168a65ae096-LP-3Z-9a917,1,Active,MQ
LP-3,STRM-3,USDCAD,02.01.2019 00:00:00.211,1.312699999999999977973175191436894237995147705078125,1000000,1.3128100000000000324718030242365784943103790283203125,1000000,G-3c369d52-168a65ae0d3-LP-3Z-9a918,1,Active,MQ
LP-3,STRM-3,USDCAD,02.01.2019 00:00:00.231,1.312699999999999977973175191436894237995147705078125,1000000,1.3128299999999999414512785733677446842193603515625,1000000,G-3c369d52-168a65ae0e7-LP-3Z-9a919,1,Active,MQ
LP-3,STRM-3,USDCAD,02.01.2019 00:00:00.231,1.312720000000000108997255665599368512630462646484375,1000000,1.3128299999999999414512785733677446842193603515625,1000000,G-3c369d52-168a65ae0e7-LP-3Z-9a91a,1,Active,MQ
LP-3,STRM-3,USDCAD,02.01.2019 00:00:01.491,1.312720000000000108997255665599368512630462646484375,1000000,1.3128299999999999414512785733677446842193603515625,1000000,G-3c369d52-168a65ae5d3-LP-3Z-9a91b,1,Active,MQ
LP-3,STRM-3,USDCAD,02.01.2019 00:00:01.491,1.312720000000000108997255665599368512630462646484375,1000000,1.3128299999999999414512785733677446842193603515625,1000000,G-3c369d52-168a65ae5d3-LP-3Z-9a91c,1,Active,MQ
LP-3,STRM-3,USDCAD,02.01.2019 00:00:03.408,1.312720000000000108997255665599368512630462646484375,1000000,1.3128299999999999414512785733677446842193603515625,1000000,G-3c369d52-168a65aed50-LP-3Z-9a91d,1,Active,MQ
LP-3,STRM-3,USDCAD,02.01.2019 00:00:03.408,1.312720000000000108997255665599368512630462646484375,1000000,1.3128299999999999414512785733677446842193603515625,1000000,G-3c369d52-168a65aed50-LP-3Z-9a91e,1,Active,MQ
LP-3,STRM-3,USDCAD,02.01.2019 00:00:04.909,1.312720000000000108997255665599368512630462646484375,1000000,1.312840000000000006963318810448981821537017822265625,1000000,G-3c369d52-168a65af32d-LP-3Z-9a91f,1,Active,MQ
LP-3,STRM-3,USDCAD,02.01.2019 00:00:04.909,1.3127299999999999524646909776492975652217864990234375,1000000,1.312840000000000006963318810448981821537017822265625,1000000,G-3c369d52-168a65af32d-LP-3Z-9a920,1,Active,MQ
LP-3,STRM-3,USDCAD,02.01.2019 00:00:07.911,1.3127299999999999524646909776492975652217864990234375,1000000,1.312840000000000006963318810448981821537017822265625,1000000,G-3c369d52-168a65afee7-LP-3Z-9a921,1,Active,MQ
