provider,stream,currency pair,time,bid price,bid volume,ask price,ask volume,guid,tier,status,quote type
LP-1,STRM-1,GBPUSD,02.01.2019 00:00:00.111,1.310750000000000081712414612411521375179290771484375,1000000,1.311010000000000008668621376273222267627716064453125,1000000,G-605762d-168a65ae06f-LP-1C-1b0bf8,1,Active,MT
LP-1,STRM-1,GBPUSD,02.01.2019 00:00:00.111,1.310750000000000081712414612411521375179290771484375,1000000,1.311010000000000008668621376273222267627716064453125,1000000,G-605762d-168a65ae06f-LP-1C-1b0bf9,1,Active,MT
LP-1,STRM-1,GBPUSD,02.01.2019 00:00:00.111,1.3106899999999999106847781149554066359996795654296875,1000000,1.3109500000000000596855898038484156131744384765625,1000000,G-605762d-168a65ae06f-LP-1C-1b0bfa,1,Active,MT
LP-1,STRM-1,GBPUSD,02.01.2019 00:00:00.535,1.3106899999999999106847781149554066359996795654296875,1000000,1.3109500000000000596855898038484156131744384765625,1000000,G-605762d-168a65ae217-LP-1C-1b0bfb,1,Active,MT
LP-1,STRM-1,GBPUSD,02.01.2019 00:00:00.535,1.3106899999999999106847781149554066359996795654296875,1000000,1.3109500000000000596855898038484156131744384765625,1000000,G-605762d-168a65ae217-LP-1C-1b0bfc,1,Active,MT
LP-1,STRM-1,GBPUSD,02.01.2019 00:00:00.535,1.3107100000000000417088585891178809106349945068359375,1000000,1.31088000000000004519051799434237182140350341796875,1000000,G-605762d-168a65ae217-LP-1C-1b0bfd,1,Active,MT
LP-1,STRM-1,GBPUSD,02.01.2019 00:00:00.542,1.3106899999999999106847781149554066359996795654296875,1000000,1.3108999999999999541699935434735380113124847412109375,1000000,G-605762d-168a65ae21e-LP-1C-1b0bfe,1,Active,MT
LP-1,STRM-1,GBPUSD,02.01.2019 00:00:00.542,1.3106899999999999106847781149554066359996795654296875,1000000,1.3108999999999999541699935434735380113124847412109375,1000000,G-605762d-168a65ae21e-LP-1C-1b0bff,1,Active,MT
LP-1,STRM-1,GBPUSD,02.01.2019 00:00:00.542,1.3106899999999999106847781149554066359996795654296875,1000000,1.3108999999999999541699935434735380113124847412109375,1000000,G-605762d-168a65ae21e-LP-1C-1b0c00,1,Active,MT
LP-1,STRM-1,GBPUSD,02.01.2019 00:00:00.563,1.3106899999999999106847781149554066359996795654296875,1000000,1.3108999999999999541699935434735380113124847412109375,1000000,G-605762d-168a65ae233-LP-1C-1b0c01,1,Active,MT
LP-1,STRM-1,GBPUSD,02.01.2019 00:00:00.563,1.3107100000000000417088585891178809106349945068359375,1000000,1.3109200000000000851940740176360122859477996826171875,1000000,G-605762d-168a65ae233-LP-1C-1b0c02,1,Active,MT
