provider,stream,currency pair,time,bid price,bid volume,ask price,ask volume,guid,tier,status,quote type
LP-2,STRM-2,USDSEK,02.01.2019 00:00:00.211,9.04299999999999926103555480949580669403076171875,1000000,9.047399999999999664623828721232712268829345703125,1000000,G-3c369d2f-168a65ae0d3-LP-2U-513d8,1,Active,MQ
LP-2,STRM-2,USDSEK,02.01.2019 00:00:00.220,9.04299999999999926103555480949580669403076171875,1000000,9.047399999999999664623828721232712268829345703125,500000,G-3c369d2f-168a65ae0dc-LP-2U-513d9,1,Active,MQ
LP-2,STRM-2,USDSEK,02.01.2019 00:00:00.268,9.04299999999999926103555480949580669403076171875,1000000,9.047599999999999198507794062606990337371826171875,1000000,G-3c369d2f-168a65ae10c-LP-2U-513da,1,Active,MQ
LP-2,STRM-2,USDSEK,02.01.2019 00:00:00.356,9.04299999999999926103555480949580669403076171875,1000000,9.0477000000000007418066161335445940494537353515625,500000,G-3c369d2f-168a65ae164-LP-2U-513db,1,Active,MQ
LP-2,STRM-2,USDSEK,02.01.2019 00:00:00.460,9.0432000000000005712763595511205494403839111328125,1000000,9.0479000000000002756905814749188721179962158203125,1000000,G-3c369d2f-168a65ae1cc-LP-2U-513dc,1,Active,MQ
LP-2,STRM-2,USDSEK,02.01.2019 00:00:00.466,9.0432000000000005712763595511205494403839111328125,1000000,9.0480000000000000426325641456060111522674560546875,1500000,G-3c369d2f-168a65ae1d2-LP-2U-513dd,1,Active,MQ
LP-2,STRM-2,USDSEK,02.01.2019 00:00:00.471,9.04299999999999926103555480949580669403076171875,1000000,9.0480000000000000426325641456060111522674560546875,1500000,G-3c369d2f-168a65ae1d7-LP-2U-513de,1,Active,MQ
LP-2,STRM-2,USDSEK,02.01.2019 00:00:00.474,9.0432000000000005712763595511205494403839111328125,1000000,9.0480000000000000426325641456060111522674560546875,1500000,G-3c369d2f-168a65ae1da-LP-2U-513df,1,Active,MQ
LP-2,STRM-2,USDSEK,02.01.2019 00:00:00.475,9.0432000000000005712763595511205494403839111328125,1000000,9.0479000000000002756905814749188721179962158203125,1000000,G-3c369d2f-168a65ae1db-LP-2U-513e0,1,Active,MQ
LP-2,STRM-2,USDSEK,02.01.2019 00:00:00.509,9.0432000000000005712763595511205494403839111328125,1000000,9.0480000000000000426325641456060111522674560546875,1500000,G-3c369d2f-168a65ae1fd-LP-2U-513e1,1,Active,MQ
